,match_ratio,sim,method,layer,elapsed,converged,n_iter,score,dataset,chem,elec,ipsi,contra
0,0.3942307692307692,0,GM,chem,0.33416175842285156,True,26,198300.0,male,True,False,True,False
1,0.3557692307692308,1,GM,chem,0.31900906562805176,False,30,198103.0,male,True,False,True,False
2,0.4230769230769231,2,GM,chem,0.29752206802368164,True,24,199319.0,male,True,False,True,False
3,0.3798076923076923,3,GM,chem,0.22116494178771973,True,20,196947.0,male,True,False,True,False
4,0.3701923076923077,4,GM,chem,0.17781925201416016,True,25,198537.0,male,True,False,True,False
5,0.44711538461538464,5,GM,chem,0.18178105354309082,False,30,208187.0,male,True,False,True,False
6,0.39903846153846156,6,GM,chem,0.1701061725616455,False,30,198597.0,male,True,False,True,False
7,0.34615384615384615,7,GM,chem,0.19022822380065918,True,30,198555.0,male,True,False,True,False
8,0.3894230769230769,8,GM,chem,0.18779301643371582,False,30,198631.0,male,True,False,True,False
9,0.38461538461538464,9,GM,chem,0.17641425132751465,False,30,198211.0,male,True,False,True,False
10,0.4951923076923077,0,BGM,chem,0.16956114768981934,False,30,282675.0,male,True,False,True,True
11,0.5048076923076923,1,BGM,chem,0.17210984230041504,False,30,282675.0,male,True,False,True,True
12,0.4951923076923077,2,BGM,chem,0.22223806381225586,False,30,282675.0,male,True,False,True,True
13,0.49038461538461536,3,BGM,chem,0.17120623588562012,False,30,282675.0,male,True,False,True,True
14,0.4951923076923077,4,BGM,chem,0.1704540252685547,False,30,282675.0,male,True,False,True,True
15,0.49038461538461536,5,BGM,chem,0.1988987922668457,False,30,282675.0,male,True,False,True,True
16,0.5048076923076923,6,BGM,chem,0.22818398475646973,False,30,282675.0,male,True,False,True,True
17,0.5288461538461539,7,BGM,chem,0.17004084587097168,False,30,277726.0,male,True,False,True,True
18,0.5,8,BGM,chem,0.17597699165344238,False,30,282675.0,male,True,False,True,True
19,0.5,9,BGM,chem,0.2665829658508301,False,30,282675.0,male,True,False,True,True
20,0.057692307692307696,0,GM,elec,0.14464616775512695,True,24,69908.0,male,False,True,True,False
21,0.004807692307692308,1,GM,elec,0.08814001083374023,True,14,69577.0,male,False,True,True,False
22,0.057692307692307696,2,GM,elec,0.1640760898590088,False,30,69310.0,male,False,True,True,False
23,0.02403846153846154,3,GM,elec,0.1651761531829834,False,30,68864.0,male,False,True,True,False
24,0.04807692307692308,4,GM,elec,0.11289286613464355,True,20,69412.0,male,False,True,True,False
25,0.038461538461538464,5,GM,elec,0.1674633026123047,False,30,68606.0,male,False,True,True,False
26,0.014423076923076924,6,GM,elec,0.16740703582763672,False,30,69630.0,male,False,True,True,False
27,0.03365384615384615,7,GM,elec,0.16764497756958008,False,30,69157.0,male,False,True,True,False
28,0.038461538461538464,8,GM,elec,0.16820096969604492,False,30,67716.0,male,False,True,True,False
29,0.019230769230769232,9,GM,elec,0.16821885108947754,False,30,68352.0,male,False,True,True,False
30,0.08653846153846154,0,BGM,elec,0.18756389617919922,False,30,102665.0,male,False,True,True,True
31,0.11538461538461539,1,BGM,elec,0.18013501167297363,False,30,102525.0,male,False,True,True,True
32,0.07211538461538461,2,BGM,elec,0.16146492958068848,True,28,102061.0,male,False,True,True,True
33,0.11057692307692307,3,BGM,elec,0.17090725898742676,False,30,102310.0,male,False,True,True,True
34,0.09615384615384616,4,BGM,elec,0.1222069263458252,True,20,103120.0,male,False,True,True,True
35,0.11057692307692307,5,BGM,elec,0.17718720436096191,False,30,103910.0,male,False,True,True,True
36,0.125,6,BGM,elec,0.1567223072052002,True,27,102714.0,male,False,True,True,True
37,0.125,7,BGM,elec,0.13649415969848633,True,20,102801.0,male,False,True,True,True
38,0.125,8,BGM,elec,0.17437505722045898,False,30,100144.0,male,False,True,True,True
39,0.10576923076923077,9,BGM,elec,0.18696308135986328,False,30,101471.0,male,False,True,True,True
40,0.46634615384615385,0,GM,both,0.3069570064544678,False,30,263666.0,male,True,True,True,False
41,0.39903846153846156,1,GM,both,0.2190079689025879,True,21,263256.0,male,True,True,True,False
42,0.4326923076923077,2,GM,both,0.23491406440734863,True,23,263412.0,male,True,True,True,False
43,0.46634615384615385,3,GM,both,0.2993607521057129,False,30,266363.0,male,True,True,True,False
44,0.42788461538461536,4,GM,both,0.3100309371948242,False,30,262591.0,male,True,True,True,False
45,0.39903846153846156,5,GM,both,0.24124908447265625,True,24,261285.0,male,True,True,True,False
46,0.42788461538461536,6,GM,both,0.27470898628234863,True,22,260718.0,male,True,True,True,False
47,0.46153846153846156,7,GM,both,0.3132321834564209,False,30,262387.0,male,True,True,True,False
48,0.4326923076923077,8,GM,both,0.2882688045501709,True,28,262849.0,male,True,True,True,False
49,0.46153846153846156,9,GM,both,0.3070979118347168,True,30,263310.0,male,True,True,True,False
50,0.6490384615384616,0,BGM,both,0.18967175483703613,True,18,396163.0,male,True,True,True,True
51,0.5817307692307693,1,BGM,both,0.3156599998474121,False,30,394912.0,male,True,True,True,True
52,0.6201923076923077,2,BGM,both,0.2668440341949463,True,24,393997.0,male,True,True,True,True
53,0.6009615384615384,3,BGM,both,0.3084142208099365,False,30,393949.0,male,True,True,True,True
54,0.5913461538461539,4,BGM,both,0.3118758201599121,False,30,393210.0,male,True,True,True,True
55,0.6009615384615384,5,BGM,both,0.31772303581237793,False,30,395845.0,male,True,True,True,True
56,0.6009615384615384,6,BGM,both,0.3169102668762207,False,30,394504.0,male,True,True,True,True
57,0.6538461538461539,7,BGM,both,0.3301811218261719,False,30,394963.0,male,True,True,True,True
58,0.625,8,BGM,both,0.3835921287536621,False,30,395180.0,male,True,True,True,True
59,0.6394230769230769,9,BGM,both,0.23918509483337402,True,19,394397.0,male,True,True,True,True
60,0.4152046783625731,0,GM,chem,0.15038514137268066,False,30,81933.0,herm,True,False,True,False
61,0.4444444444444444,1,GM,chem,0.1830611228942871,False,30,83058.0,herm,True,False,True,False
62,0.4444444444444444,2,GM,chem,0.1722431182861328,False,30,82885.0,herm,True,False,True,False
63,0.40350877192982454,3,GM,chem,0.15961003303527832,False,30,81884.0,herm,True,False,True,False
64,0.4269005847953216,4,GM,chem,0.1611790657043457,False,30,82885.0,herm,True,False,True,False
65,0.4619883040935672,5,GM,chem,0.17106890678405762,False,30,83107.0,herm,True,False,True,False
66,0.40350877192982454,6,GM,chem,0.16996192932128906,False,30,81884.0,herm,True,False,True,False
67,0.45614035087719296,7,GM,chem,0.1553051471710205,False,30,83138.0,herm,True,False,True,False
68,0.4619883040935672,8,GM,chem,0.15283679962158203,False,30,83107.0,herm,True,False,True,False
69,0.45614035087719296,9,GM,chem,0.14906764030456543,False,30,83107.0,herm,True,False,True,False
70,0.6549707602339181,0,BGM,chem,0.1441020965576172,False,30,143258.0,herm,True,False,True,True
71,0.6608187134502924,1,BGM,chem,0.15335488319396973,False,30,143258.0,herm,True,False,True,True
72,0.6666666666666666,2,BGM,chem,0.15174007415771484,False,30,143258.0,herm,True,False,True,True
73,0.6491228070175439,3,BGM,chem,0.13980698585510254,False,30,143258.0,herm,True,False,True,True
74,0.6608187134502924,4,BGM,chem,0.13801097869873047,False,30,143258.0,herm,True,False,True,True
75,0.6432748538011696,5,BGM,chem,0.14538311958312988,False,30,143258.0,herm,True,False,True,True
76,0.6432748538011696,6,BGM,chem,0.15253019332885742,False,30,143258.0,herm,True,False,True,True
77,0.6491228070175439,7,BGM,chem,0.14594006538391113,False,30,143258.0,herm,True,False,True,True
78,0.6608187134502924,8,BGM,chem,0.1403028964996338,False,30,143258.0,herm,True,False,True,True
