leftid,rightid,region,note
8026224,14047760,A1,
14087339,14047945,A1,
14088451,10013402,A1,
10678017,14046720,A1,
19111930,14194703,A1,
14045016,14206438,A1,
14203725,14048538,A1,
19139253,14045489,A1,
14199031,6970942,A1,
14086309,16181494,A1,
16433395,5085455,A1,
6467481,16713121,A1,
4042315,4102728,A1,
4289773,4121534,A1,
4524871,4397287,A1,
4326520,4101976,A1,
5899328,14048876,A1,
14044614,14199565,A1,
14522404,13774384,A1,
13058240,13057994,A1,
14194234,14087107,A1,incomplete
4274364,4382895,A1,
14088149,14045854,A1,
14047130,14048287,A1,
10649843,4488976,A1,
14238008,14194026,A1,
4289745,16314353,A1,
4271519,3641568,A1,
12042425,4728120,A1,
12040460,16119910,A1,
918889,18684928,A1,
4039711,4538613,A1,
4990880,10053304,A1,
10858401,4034528,A1,
12809976,7280270,A1,
10474936,11958584,A1,
4386719,12036009,A1,
16009772,10929871,A1,
12468812,4102844,A1,
6535161,5690362,A1,
12070159,15344242,A1,
4206755,7124156,A1,
1767828,4139768,A1,
4394777,4829813,A1,
12820277,5298032,A1,
10299625,4850409,A1,
10642320,4991402,A1,
4542433,4727546,A1,
18425292,4070588,A1,
4730042,16515841,A1,
14046479,14046486,A1,
10090269,15290335,A1,
10223572,10398171,A1,
7808341,10227539,A1,
14949489,16322359,A1,
7867016,15094230,A1,
7772437,12140587,A1,
14046464,14046472,A1,
14238231,14198375,A1,
722935,16312925,A1,
12960217,6280151,A1,incomplete
16229844,16312904,A1,
16311589,15518548,A1,
12960079,15551560,A1,
11353332,10908551,A1,
16009864,16009971,A1,
5131639,17962981,A1,
16311502,7633929,A1,
8265467,5297622,A1,incomplete
12874044,17077347,A1,
10058316,4113595,A1,
12873914,17077342,A1,
12820085,12834795,A1,
3804108,5350411,A1,
7855607,14829351,A1,
19242617,10133525,A1,
19820800,15101511,A1,
7944660,5584761,A1,very incomplete
3220616,16278312,A1,
10140573,18144322,A1,
20395646,17210906,A1,incomplete
18458734,13775497,A1,
18509063,11057449,A1,
15560233,15895346,A1,
8644484,14531828,A1,
13522678,5351821,A1,
12044223,15351228,A1,
6570401,8263821,A1,
8688631,4543281,A1,
12014775,10498094,A1,
16272893,16268751,A1,
16531827,16042066,A1,
6931770,11060026,A1,
17435009,19919758,A1,
3504632,11988252,A1,
10380647,13122290,A1,
1100936,4789092,A1,
16504350,11064947,A1,
7807080,7236899,A1,
11186471,12147878,A1,
12998937,14938436,A1,incomplete
14966092,15199884,A1,incomplete
3564452,3571478,A1,
12820537,19806174,A1,incomplete
5606265,19718010,A1,incomplete
4717729,16080562,A2,
14642308,7076835,A1,incomplete
12469990,10104463,A1,
3720037,5206247,T2,
2511238,3093284,A4,
2816457,2619565,A5,
1042538,1690576,A6,
16068602,7636333,A1,
7783303,4094905,A1,
4467735,4102120,A1,
4280992,17346787,A1,
7766016,10937355,A1,
21250110,9640873,A1,
15315491,15556861,A1,
16303262,7627878,A1,
11874130,10868477,A1,
3709977,13789482,SEZ,
12156009,7020344,SEZ,
2610744,3985829,sensory,
5093516,4023881,sensory,
8055671,5448622,sensory,
15698623,15594123,sensory,
15714330,15638742,sensory,
15700147,15743905,sensory,
15714173,15671481,sensory,
3652587,3822523,sensory,
5186461,9853425,sensory,
3586984,3966683,sensory,
5116147,4017089,sensory,
5088293,4097554,sensory,
5057916,16115501,sensory,
5120097,4096703,sensory,
5120990,4044654,sensory,
5095269,4030526,sensory,
5116861,4059758,sensory,
4338596,15652529,sensory,
4338596,15652529,sensory,
15716701,15556868,sensory,
15716309,15736147,sensory,
15717426,8810739,sensory,
9808022,15658013,sensory,
15673925,15615776,sensory,
15716934,15746421,sensory,
15714639,15595950,sensory,
15715151,15653927,sensory,
15674083,15611791,sensory,
15677030,15656435,sensory,
15714845,15615475,sensory,
15730680,15618756,sensory,
15678833,3562954,sensory,
15679577,18625446,sensory,
15674262,15556081,sensory,
15689373,15588691,sensory,
15716127,3071301,sensory,
18934019,15609885,sensory,
15677323,15653288,sensory,
15680093,10934438,sensory,
15680710,15629355,sensory,
15715796,15606918,sensory,
15678441,15611642,sensory,
15690392,15615305,sensory,
15678849,15618976,sensory,
15712024,15620606,sensory,
15679484,15610387,sensory,
15690711,15762568,sensory,
15717229,15629241,sensory,
15711289,18679889,sensory,
15690955,15617459,sensory,
15711222,15607180,sensory,
15675901,15615877,sensory,
15713374,15620432,sensory,
15713206,15629888,sensory,
3267019,15612241,sensory,
15699715,18833414,sensory,
19180425,15609427,sensory,"not great match, one incomplete"
15690093,15615042,sensory,
15688358,15588800,sensory,
15681740,15589411,sensory,
15673867,15651438,sensory,
11736972,15595823,sensory,
15686512,15615081,sensory,
12073881,12253020,sensory,
12260696,15615589,sensory,
15716094,15589362,sensory,
15715643,16341399,sensory,
11745381,15653432,sensory,
15938337,15595607,sensory,
15727304,15672153,sensory,
15724520,15638520,sensory,
3036249,15672957,sensory,
15728017,15640567,sensory,
15725673,18785124,sensory,
15724175,15640724,sensory,
15730645,15914721,sensory,
3050645,15639548,sensory,
15725127,15637893,sensory,
15725545,15639275,sensory,
15724636,15671848,sensory,
15724385,15638968,sensory,
15723479,15640548,sensory,
3032520,15640425,sensory,
15717935,3123905,sensory,
7556564,15640893,sensory,
15718275,15645825,sensory,
15723727,15641926,sensory,
16288872,15639171,sensory,
3054101,3199456,sensory,
15717736,15639020,sensory,
17608754,16362243,sensory,
15995861,15445198,sensory,
15998913,15508475,sensory,
15998319,15594038,sensory,
1709802,15532105,sensory,similar to 15998753 pair
15998753,3192952,sensory,similar to 1709802 pair
1347886,7160160,sensory,
15996160,15533421,sensory,
15998899,15605657,sensory,
1706716,15541976,sensory,
15997666,15508735,sensory,
1011675,15541944,sensory,
15997929,18620885,sensory,
15997692,15507888,sensory,
15995929,15506094,sensory,
15995404,15461769,sensory,
11671564,15522777,sensory,
7439909,15531033,sensory,
15998782,15531916,sensory,
15998469,16341507,sensory,
2284021,2456826,sensory,
13744425,2340336,sensory,
15770032,3556191,sensory,
1367171,15559195,sensory,
1405493,15548694,sensory,
40152,15573396,sensory,
15996271,15505837,sensory,
1715990,15573331,sensory,
15997807,15398807,sensory,
15997645,15592696,sensory,
15998817,15530882,sensory,
15998261,15451084,sensory,
15996518,3795498,sensory,
15998768,15525858,sensory,
15998307,15573283,sensory,
15590761,15409328,sensory,
15997983,15434200,sensory,
15998100,15458316,sensory,
15998218,16341966,sensory,
15984797,15564661,sensory,
1427012,15547732,sensory,
1415168,945309,sensory,
15766999,18231999,sensory,
15995327,15748726,sensory,
17380936,15542354,sensory,these four are not very distinguishable
15984231,15567466,sensory,these four are not very distinguishable
15994926,15576194,sensory,these four are not very distinguishable
15983225,15587166,sensory,these four are not very distinguishable
15770945,17951153,sensory,
7424178,15564882,sensory,
9820270,15574328,sensory,
15982306,15569561,sensory,
1435466,15546924,sensory,
15770904,15543394,sensory,
15983156,16442344,sensory,"not great match, one incomplete"
1375101,6883831,sensory,
15769680,15575327,sensory,
1432836,15564782,sensory,
1414206,15564807,sensory,
1392771,15563553,sensory,
1398253,15574199,sensory,
15769419,15548107,sensory,
1395971,15574231,sensory,
1377586,15562137,sensory,
1406463,15573450,sensory,
1391179,15573381,sensory,
1400725,15561413,sensory,
9838294,15586536,sensory,
1428271,15572414,sensory,
1429969,15543068,sensory,
1431256,9716858,sensory,
1351125,15564911,sensory,not great match
1419315,15575232,sensory,not great match
3915835,5638694,sensory,
