,ipsi_rho,contra_rho,match_ratio,sim,method,n_side
7522,0.8,0.4,1.0,802,GM,9
7523,0.8,0.4,1.0,802,BGM,9
7524,0.8,0.4,0.1111111111111111,803,GM,9
7525,0.8,0.4,1.0,803,BGM,9
7526,0.8,0.4,1.0,804,GM,9
7527,0.8,0.4,0.7777777777777778,804,BGM,9
7528,0.8,0.4,0.7777777777777778,805,GM,9
7529,0.8,0.4,1.0,805,BGM,9
7530,0.8,0.4,1.0,806,GM,9
7531,0.8,0.4,1.0,806,BGM,9
7532,0.8,0.4,0.3333333333333333,807,GM,9
7533,0.8,0.4,1.0,807,BGM,9
7534,0.8,0.4,1.0,808,GM,9
7535,0.8,0.4,0.0,808,BGM,9
7536,0.8,0.4,0.7777777777777778,809,GM,9
7537,0.8,0.4,0.7777777777777778,809,BGM,9
7538,0.8,0.4,1.0,810,GM,9
7539,0.8,0.4,0.5555555555555556,810,BGM,9
7540,0.8,0.4,1.0,811,GM,9
7541,0.8,0.4,1.0,811,BGM,9
7542,0.8,0.4,1.0,812,GM,9
7543,0.8,0.4,1.0,812,BGM,9
7544,0.8,0.4,1.0,813,GM,9
7545,0.8,0.4,0.7777777777777778,813,BGM,9
7546,0.8,0.4,0.4444444444444444,814,GM,9
7547,0.8,0.4,1.0,814,BGM,9
7548,0.8,0.4,0.2222222222222222,815,GM,9
7549,0.8,0.4,1.0,815,BGM,9
7550,0.8,0.4,0.7777777777777778,816,GM,9
7551,0.8,0.4,0.1111111111111111,816,BGM,9
7552,0.8,0.4,0.1111111111111111,817,GM,9
7553,0.8,0.4,1.0,817,BGM,9
7554,0.8,0.4,0.7777777777777778,818,GM,9
7555,0.8,0.4,1.0,818,BGM,9
7556,0.8,0.4,1.0,819,GM,9
7557,0.8,0.4,1.0,819,BGM,9
7558,0.8,0.4,1.0,820,GM,9
7559,0.8,0.4,1.0,820,BGM,9
7560,0.8,0.4,0.5555555555555556,821,GM,9
7561,0.8,0.4,1.0,821,BGM,9
7562,0.8,0.4,1.0,822,GM,9
7563,0.8,0.4,0.5555555555555556,822,BGM,9
7564,0.8,0.4,0.7777777777777778,823,GM,9
7565,0.8,0.4,1.0,823,BGM,9
7566,0.8,0.4,0.3333333333333333,824,GM,9
7567,0.8,0.4,1.0,824,BGM,9
7568,0.8,0.4,0.6666666666666666,825,GM,9
7569,0.8,0.4,0.0,825,BGM,9
7570,0.8,0.4,1.0,826,GM,9
7571,0.8,0.4,1.0,826,BGM,9
7572,0.8,0.4,0.2222222222222222,827,GM,9
7573,0.8,0.4,0.3333333333333333,827,BGM,9
7574,0.8,0.4,1.0,828,GM,9
7575,0.8,0.4,1.0,828,BGM,9
7576,0.8,0.4,1.0,829,GM,9
7577,0.8,0.4,1.0,829,BGM,9
7578,0.8,0.4,0.3333333333333333,830,GM,9
7579,0.8,0.4,1.0,830,BGM,9
7580,0.8,0.4,1.0,831,GM,9
7581,0.8,0.4,0.2222222222222222,831,BGM,9
7582,0.8,0.4,1.0,832,GM,9
7583,0.8,0.4,1.0,832,BGM,9
7584,0.8,0.4,1.0,833,GM,9
7585,0.8,0.4,1.0,833,BGM,9
7586,0.8,0.4,0.2222222222222222,834,GM,9
7587,0.8,0.4,1.0,834,BGM,9
7588,0.8,0.4,0.7777777777777778,835,GM,9
7589,0.8,0.4,0.1111111111111111,835,BGM,9
7590,0.8,0.4,1.0,836,GM,9
7591,0.8,0.4,1.0,836,BGM,9
7592,0.8,0.4,1.0,837,GM,9
7593,0.8,0.4,1.0,837,BGM,9
7594,0.8,0.4,1.0,838,GM,9
7595,0.8,0.4,1.0,838,BGM,9
7596,0.8,0.4,1.0,839,GM,9
7597,0.8,0.4,1.0,839,BGM,9
7598,0.8,0.4,0.7777777777777778,840,GM,9
7599,0.8,0.4,0.2222222222222222,840,BGM,9
7600,0.8,0.4,1.0,841,GM,9
7601,0.8,0.4,1.0,841,BGM,9
7602,0.8,0.4,1.0,842,GM,9
7603,0.8,0.4,1.0,842,BGM,9
7604,0.8,0.4,0.7777777777777778,843,GM,9
7605,0.8,0.4,0.5555555555555556,843,BGM,9
7606,0.8,0.4,0.6666666666666666,844,GM,9
7607,0.8,0.4,0.4444444444444444,844,BGM,9
7608,0.8,0.4,1.0,845,GM,9
7609,0.8,0.4,1.0,845,BGM,9
7610,0.8,0.4,0.6666666666666666,846,GM,9
7611,0.8,0.4,0.5555555555555556,846,BGM,9
7612,0.8,0.4,1.0,847,GM,9
7613,0.8,0.4,0.5555555555555556,847,BGM,9
7614,0.8,0.4,1.0,848,GM,9
7615,0.8,0.4,1.0,848,BGM,9
7616,0.8,0.4,1.0,849,GM,9
7617,0.8,0.4,0.1111111111111111,849,BGM,9
7618,0.8,0.4,1.0,850,GM,9
7619,0.8,0.4,1.0,850,BGM,9
7620,0.8,0.4,1.0,851,GM,9
7621,0.8,0.4,0.4444444444444444,851,BGM,9
7622,0.8,0.4,1.0,852,GM,9
7623,0.8,0.4,1.0,852,BGM,9
7624,0.8,0.4,1.0,853,GM,9
7625,0.8,0.4,1.0,853,BGM,9
7626,0.8,0.4,1.0,854,GM,9
7627,0.8,0.4,1.0,854,BGM,9
7628,0.8,0.4,1.0,855,GM,9
7629,0.8,0.4,1.0,855,BGM,9
7630,0.8,0.4,0.7777777777777778,856,GM,9
7631,0.8,0.4,1.0,856,BGM,9
7632,0.8,0.4,1.0,857,GM,9
7633,0.8,0.4,0.7777777777777778,857,BGM,9
7634,0.8,0.4,1.0,858,GM,9
7635,0.8,0.4,1.0,858,BGM,9
7636,0.8,0.4,1.0,859,GM,9
7637,0.8,0.4,1.0,859,BGM,9
7638,0.8,0.4,0.7777777777777778,860,GM,9
7639,0.8,0.4,1.0,860,BGM,9
7640,0.8,0.4,0.5555555555555556,861,GM,9
7641,0.8,0.4,1.0,861,BGM,9
7642,0.8,0.4,1.0,862,GM,9
7643,0.8,0.4,1.0,862,BGM,9
7644,0.8,0.4,1.0,863,GM,9
7645,0.8,0.4,1.0,863,BGM,9
7646,0.8,0.4,1.0,864,GM,9
7647,0.8,0.4,0.1111111111111111,864,BGM,9
7648,0.8,0.4,1.0,865,GM,9
7649,0.8,0.4,1.0,865,BGM,9
7650,0.8,0.4,0.4444444444444444,866,GM,9
7651,0.8,0.4,1.0,866,BGM,9
7652,0.8,0.4,1.0,867,GM,9
7653,0.8,0.4,1.0,867,BGM,9
7654,0.8,0.4,1.0,868,GM,9
7655,0.8,0.4,1.0,868,BGM,9
7656,0.8,0.4,1.0,869,GM,9
7657,0.8,0.4,1.0,869,BGM,9
7658,0.8,0.4,0.7777777777777778,870,GM,9
7659,0.8,0.4,0.7777777777777778,870,BGM,9
7660,0.8,0.4,1.0,871,GM,9
7661,0.8,0.4,0.1111111111111111,871,BGM,9
7662,0.8,0.4,1.0,872,GM,9
7663,0.8,0.4,1.0,872,BGM,9
7664,0.8,0.4,0.1111111111111111,873,GM,9
7665,0.8,0.4,1.0,873,BGM,9
7666,0.8,0.4,1.0,874,GM,9
7667,0.8,0.4,1.0,874,BGM,9
7668,0.8,0.4,1.0,875,GM,9
7669,0.8,0.4,1.0,875,BGM,9
7670,0.8,0.4,1.0,876,GM,9
7671,0.8,0.4,1.0,876,BGM,9
7672,0.8,0.4,0.0,877,GM,9
7673,0.8,0.4,1.0,877,BGM,9
7674,0.8,0.4,0.7777777777777778,878,GM,9
7675,0.8,0.4,0.7777777777777778,878,BGM,9
7676,0.8,0.4,0.7777777777777778,879,GM,9
7677,0.8,0.4,1.0,879,BGM,9
7678,0.8,0.4,1.0,880,GM,9
7679,0.8,0.4,1.0,880,BGM,9
7680,0.8,0.4,1.0,881,GM,9
7681,0.8,0.4,1.0,881,BGM,9
7682,0.8,0.4,1.0,882,GM,9
7683,0.8,0.4,1.0,882,BGM,9
7684,0.8,0.4,0.6666666666666666,883,GM,9
7685,0.8,0.4,1.0,883,BGM,9
7686,0.8,0.4,1.0,884,GM,9
7687,0.8,0.4,1.0,884,BGM,9
7688,0.8,0.4,1.0,885,GM,9
7689,0.8,0.4,1.0,885,BGM,9
7690,0.8,0.4,1.0,886,GM,9
7691,0.8,0.4,1.0,886,BGM,9
7692,0.8,0.4,1.0,887,GM,9
7693,0.8,0.4,0.6666666666666666,887,BGM,9
7694,0.8,0.4,1.0,888,GM,9
7695,0.8,0.4,0.5555555555555556,888,BGM,9
7696,0.8,0.4,0.7777777777777778,889,GM,9
7697,0.8,0.4,1.0,889,BGM,9
7698,0.8,0.4,0.7777777777777778,890,GM,9
7699,0.8,0.4,1.0,890,BGM,9
7700,0.8,0.4,1.0,891,GM,9
7701,0.8,0.4,1.0,891,BGM,9
7702,0.8,0.4,0.7777777777777778,892,GM,9
7703,0.8,0.4,1.0,892,BGM,9
7704,0.8,0.4,1.0,893,GM,9
7705,0.8,0.4,1.0,893,BGM,9
7706,0.8,0.4,0.3333333333333333,894,GM,9
7707,0.8,0.4,1.0,894,BGM,9
7708,0.8,0.4,0.5555555555555556,895,GM,9
7709,0.8,0.4,0.5555555555555556,895,BGM,9
7710,0.8,0.4,0.5555555555555556,896,GM,9
7711,0.8,0.4,0.7777777777777778,896,BGM,9
7712,0.8,0.4,1.0,897,GM,9
7713,0.8,0.4,1.0,897,BGM,9
7714,0.8,0.4,0.0,898,GM,9
7715,0.8,0.4,0.7777777777777778,898,BGM,9
7716,0.8,0.4,1.0,899,GM,9
7717,0.8,0.4,1.0,899,BGM,9
7718,0.8,0.4,1.0,900,GM,9
7719,0.8,0.4,1.0,900,BGM,9
7720,0.8,0.4,1.0,901,GM,9
7721,0.8,0.4,1.0,901,BGM,9
7722,0.8,0.4,0.7777777777777778,902,GM,9
7723,0.8,0.4,0.6666666666666666,902,BGM,9
7724,0.8,0.4,1.0,903,GM,9
7725,0.8,0.4,1.0,903,BGM,9
7726,0.8,0.4,0.7777777777777778,904,GM,9
7727,0.8,0.4,1.0,904,BGM,9
7728,0.8,0.4,0.5555555555555556,905,GM,9
7729,0.8,0.4,1.0,905,BGM,9
7730,0.8,0.4,0.6666666666666666,906,GM,9
7731,0.8,0.4,1.0,906,BGM,9
7732,0.8,0.4,0.0,907,GM,9
7733,0.8,0.4,0.3333333333333333,907,BGM,9
7734,0.8,0.4,1.0,908,GM,9
7735,0.8,0.4,1.0,908,BGM,9
7736,0.8,0.4,0.7777777777777778,909,GM,9
7737,0.8,0.4,0.7777777777777778,909,BGM,9
7738,0.8,0.4,0.4444444444444444,910,GM,9
7739,0.8,0.4,1.0,910,BGM,9
7740,0.8,0.4,0.4444444444444444,911,GM,9
7741,0.8,0.4,1.0,911,BGM,9
7742,0.8,0.4,1.0,912,GM,9
7743,0.8,0.4,1.0,912,BGM,9
7744,0.8,0.4,1.0,913,GM,9
7745,0.8,0.4,0.7777777777777778,913,BGM,9
7746,0.8,0.4,1.0,914,GM,9
7747,0.8,0.4,1.0,914,BGM,9
7748,0.8,0.4,1.0,915,GM,9
7749,0.8,0.4,1.0,915,BGM,9
7750,0.8,0.4,1.0,916,GM,9
7751,0.8,0.4,1.0,916,BGM,9
7752,0.8,0.4,0.5555555555555556,917,GM,9
7753,0.8,0.4,0.2222222222222222,917,BGM,9
7754,0.8,0.4,0.1111111111111111,918,GM,9
7755,0.8,0.4,1.0,918,BGM,9
7756,0.8,0.4,0.7777777777777778,919,GM,9
7757,0.8,0.4,0.7777777777777778,919,BGM,9
7758,0.8,0.4,0.1111111111111111,920,GM,9
7759,0.8,0.4,1.0,920,BGM,9
7760,0.8,0.4,1.0,921,GM,9
7761,0.8,0.4,1.0,921,BGM,9
7762,0.8,0.4,1.0,922,GM,9
7763,0.8,0.4,1.0,922,BGM,9
7764,0.8,0.4,0.3333333333333333,923,GM,9
7765,0.8,0.4,1.0,923,BGM,9
7766,0.8,0.4,0.7777777777777778,924,GM,9
7767,0.8,0.4,1.0,924,BGM,9
7768,0.8,0.4,0.5555555555555556,925,GM,9
7769,0.8,0.4,0.3333333333333333,925,BGM,9
7770,0.8,0.4,0.2222222222222222,926,GM,9
7771,0.8,0.4,0.7777777777777778,926,BGM,9
7772,0.8,0.4,1.0,927,GM,9
7773,0.8,0.4,0.4444444444444444,927,BGM,9
7774,0.8,0.4,0.3333333333333333,928,GM,9
7775,0.8,0.4,0.5555555555555556,928,BGM,9
7776,0.8,0.4,1.0,929,GM,9
7777,0.8,0.4,1.0,929,BGM,9
7778,0.8,0.4,1.0,930,GM,9
7779,0.8,0.4,0.7777777777777778,930,BGM,9
7780,0.8,0.4,1.0,931,GM,9
7781,0.8,0.4,1.0,931,BGM,9
7782,0.8,0.4,0.3333333333333333,932,GM,9
7783,0.8,0.4,0.3333333333333333,932,BGM,9
7784,0.8,0.4,0.1111111111111111,933,GM,9
7785,0.8,0.4,0.7777777777777778,933,BGM,9
7786,0.8,0.4,1.0,934,GM,9
7787,0.8,0.4,0.3333333333333333,934,BGM,9
7788,0.8,0.4,1.0,935,GM,9
7789,0.8,0.4,1.0,935,BGM,9
7790,0.8,0.4,1.0,936,GM,9
7791,0.8,0.4,1.0,936,BGM,9
7792,0.8,0.4,0.2222222222222222,937,GM,9
7793,0.8,0.4,1.0,937,BGM,9
7794,0.8,0.4,1.0,938,GM,9
7795,0.8,0.4,0.1111111111111111,938,BGM,9
7796,0.8,0.4,1.0,939,GM,9
7797,0.8,0.4,1.0,939,BGM,9
7798,0.8,0.4,1.0,940,GM,9
7799,0.8,0.4,1.0,940,BGM,9
7800,0.8,0.4,1.0,941,GM,9
7801,0.8,0.4,0.3333333333333333,941,BGM,9
7802,0.8,0.4,1.0,942,GM,9
7803,0.8,0.4,0.5555555555555556,942,BGM,9
7804,0.8,0.4,1.0,943,GM,9
7805,0.8,0.4,1.0,943,BGM,9
7806,0.8,0.4,1.0,944,GM,9
7807,0.8,0.4,0.5555555555555556,944,BGM,9
7808,0.8,0.4,1.0,945,GM,9
7809,0.8,0.4,1.0,945,BGM,9
7810,0.8,0.4,1.0,946,GM,9
7811,0.8,0.4,1.0,946,BGM,9
7812,0.8,0.4,1.0,947,GM,9
7813,0.8,0.4,1.0,947,BGM,9
7814,0.8,0.4,1.0,948,GM,9
7815,0.8,0.4,0.3333333333333333,948,BGM,9
7816,0.8,0.4,0.6666666666666666,949,GM,9
7817,0.8,0.4,1.0,949,BGM,9
7818,0.8,0.4,0.4444444444444444,950,GM,9
7819,0.8,0.4,1.0,950,BGM,9
7820,0.8,0.4,1.0,951,GM,9
7821,0.8,0.4,0.3333333333333333,951,BGM,9
7822,0.8,0.4,1.0,952,GM,9
7823,0.8,0.4,1.0,952,BGM,9
7824,0.8,0.4,1.0,953,GM,9
7825,0.8,0.4,1.0,953,BGM,9
7826,0.8,0.4,1.0,954,GM,9
7827,0.8,0.4,1.0,954,BGM,9
7828,0.8,0.4,1.0,955,GM,9
7829,0.8,0.4,1.0,955,BGM,9
7830,0.8,0.4,0.2222222222222222,956,GM,9
7831,0.8,0.4,0.7777777777777778,956,BGM,9
7832,0.8,0.4,0.0,957,GM,9
7833,0.8,0.4,1.0,957,BGM,9
7834,0.8,0.4,1.0,958,GM,9
7835,0.8,0.4,1.0,958,BGM,9
7836,0.8,0.4,1.0,959,GM,9
7837,0.8,0.4,1.0,959,BGM,9
7838,0.8,0.4,0.7777777777777778,960,GM,9
7839,0.8,0.4,1.0,960,BGM,9
7840,0.8,0.4,1.0,961,GM,9
7841,0.8,0.4,0.0,961,BGM,9
7842,0.8,0.4,1.0,962,GM,9
7843,0.8,0.4,0.3333333333333333,962,BGM,9
7844,0.8,0.4,1.0,963,GM,9
7845,0.8,0.4,1.0,963,BGM,9
7846,0.8,0.4,0.1111111111111111,964,GM,9
7847,0.8,0.4,0.5555555555555556,964,BGM,9
7848,0.8,0.4,0.7777777777777778,965,GM,9
7849,0.8,0.4,1.0,965,BGM,9
7850,0.8,0.4,1.0,966,GM,9
7851,0.8,0.4,1.0,966,BGM,9
7852,0.8,0.4,0.4444444444444444,967,GM,9
7853,0.8,0.4,1.0,967,BGM,9
7854,0.8,0.4,0.5555555555555556,968,GM,9
7855,0.8,0.4,1.0,968,BGM,9
7856,0.8,0.4,1.0,969,GM,9
7857,0.8,0.4,0.0,969,BGM,9
7858,0.8,0.4,1.0,970,GM,9
7859,0.8,0.4,1.0,970,BGM,9
7860,0.8,0.4,1.0,971,GM,9
7861,0.8,0.4,0.1111111111111111,971,BGM,9
7862,0.8,0.4,1.0,972,GM,9
7863,0.8,0.4,1.0,972,BGM,9
7864,0.8,0.4,1.0,973,GM,9
7865,0.8,0.4,1.0,973,BGM,9
7866,0.8,0.4,0.3333333333333333,974,GM,9
7867,0.8,0.4,1.0,974,BGM,9
7868,0.8,0.4,0.3333333333333333,975,GM,9
7869,0.8,0.4,1.0,975,BGM,9
7870,0.8,0.4,0.7777777777777778,976,GM,9
7871,0.8,0.4,0.4444444444444444,976,BGM,9
7872,0.8,0.4,1.0,977,GM,9
7873,0.8,0.4,1.0,977,BGM,9
7874,0.8,0.4,1.0,978,GM,9
7875,0.8,0.4,1.0,978,BGM,9
7876,0.8,0.4,0.4444444444444444,979,GM,9
7877,0.8,0.4,1.0,979,BGM,9
7878,0.8,0.4,0.4444444444444444,980,GM,9
7879,0.8,0.4,1.0,980,BGM,9
7880,0.8,0.4,1.0,981,GM,9
7881,0.8,0.4,1.0,981,BGM,9
7882,0.8,0.4,0.4444444444444444,982,GM,9
7883,0.8,0.4,1.0,982,BGM,9
7884,0.8,0.4,1.0,983,GM,9
7885,0.8,0.4,0.7777777777777778,983,BGM,9
7886,0.8,0.4,1.0,984,GM,9
7887,0.8,0.4,1.0,984,BGM,9
7888,0.8,0.4,0.5555555555555556,985,GM,9
7889,0.8,0.4,0.1111111111111111,985,BGM,9
7890,0.8,0.4,0.6666666666666666,986,GM,9
7891,0.8,0.4,0.6666666666666666,986,BGM,9
7892,0.8,0.4,1.0,987,GM,9
7893,0.8,0.4,1.0,987,BGM,9
7894,0.8,0.4,1.0,988,GM,9
7895,0.8,0.4,1.0,988,BGM,9
7896,0.8,0.4,1.0,989,GM,9
7897,0.8,0.4,1.0,989,BGM,9
7898,0.8,0.4,1.0,990,GM,9
7899,0.8,0.4,1.0,990,BGM,9
7900,0.8,0.4,0.5555555555555556,991,GM,9
7901,0.8,0.4,1.0,991,BGM,9
7902,0.8,0.4,0.2222222222222222,992,GM,9
7903,0.8,0.4,0.4444444444444444,992,BGM,9
7904,0.8,0.4,1.0,993,GM,9
7905,0.8,0.4,1.0,993,BGM,9
7906,0.8,0.4,1.0,994,GM,9
7907,0.8,0.4,1.0,994,BGM,9
7908,0.8,0.4,0.3333333333333333,995,GM,9
7909,0.8,0.4,1.0,995,BGM,9
7910,0.8,0.4,0.7777777777777778,996,GM,9
7911,0.8,0.4,1.0,996,BGM,9
7912,0.8,0.4,0.2222222222222222,997,GM,9
7913,0.8,0.4,0.5555555555555556,997,BGM,9
7914,0.8,0.4,0.0,998,GM,9
7915,0.8,0.4,0.3333333333333333,998,BGM,9
7916,0.8,0.4,1.0,999,GM,9
7917,0.8,0.4,0.3333333333333333,999,BGM,9
7918,0.8,0.4,0.2222222222222222,1000,GM,9
7919,0.8,0.4,1.0,1000,BGM,9
7920,0.8,0.4,1.0,1001,GM,9
7921,0.8,0.4,1.0,1001,BGM,9
7922,0.8,0.4,0.7777777777777778,1002,GM,9
7923,0.8,0.4,0.4444444444444444,1002,BGM,9
7924,0.8,0.4,0.5555555555555556,1003,GM,9
7925,0.8,0.4,1.0,1003,BGM,9
7926,0.8,0.4,0.0,1004,GM,9
7927,0.8,0.4,0.2222222222222222,1004,BGM,9
7928,0.8,0.4,1.0,1005,GM,9
7929,0.8,0.4,1.0,1005,BGM,9
7930,0.8,0.4,1.0,1006,GM,9
7931,0.8,0.4,1.0,1006,BGM,9
7932,0.8,0.4,1.0,1007,GM,9
7933,0.8,0.4,1.0,1007,BGM,9
7934,0.8,0.4,0.7777777777777778,1008,GM,9
7935,0.8,0.4,1.0,1008,BGM,9
7936,0.8,0.4,0.0,1009,GM,9
7937,0.8,0.4,0.1111111111111111,1009,BGM,9
7938,0.8,0.4,1.0,1010,GM,9
7939,0.8,0.4,1.0,1010,BGM,9
7940,0.8,0.4,0.3333333333333333,1011,GM,9
7941,0.8,0.4,1.0,1011,BGM,9
7942,0.8,0.4,1.0,1012,GM,9
7943,0.8,0.4,1.0,1012,BGM,9
7944,0.8,0.4,1.0,1013,GM,9
7945,0.8,0.4,1.0,1013,BGM,9
7946,0.8,0.4,0.7777777777777778,1014,GM,9
7947,0.8,0.4,1.0,1014,BGM,9
7948,0.8,0.4,0.1111111111111111,1015,GM,9
7949,0.8,0.4,0.5555555555555556,1015,BGM,9
7950,0.8,0.4,0.3333333333333333,1016,GM,9
7951,0.8,0.4,1.0,1016,BGM,9
7952,0.8,0.4,0.1111111111111111,1017,GM,9
7953,0.8,0.4,1.0,1017,BGM,9
7954,0.8,0.4,1.0,1018,GM,9
7955,0.8,0.4,1.0,1018,BGM,9
7956,0.8,0.4,1.0,1019,GM,9
7957,0.8,0.4,1.0,1019,BGM,9
7958,0.8,0.4,1.0,1020,GM,9
7959,0.8,0.4,1.0,1020,BGM,9
7960,0.8,0.4,0.1111111111111111,1021,GM,9
7961,0.8,0.4,0.0,1021,BGM,9
7962,0.8,0.4,1.0,1022,GM,9
7963,0.8,0.4,0.6666666666666666,1022,BGM,9
7964,0.8,0.4,0.5555555555555556,1023,GM,9
7965,0.8,0.4,0.4444444444444444,1023,BGM,9
7966,0.8,0.4,0.3333333333333333,1024,GM,9
7967,0.8,0.4,1.0,1024,BGM,9
7968,0.8,0.4,1.0,1025,GM,9
7969,0.8,0.4,1.0,1025,BGM,9
7970,0.8,0.4,1.0,1026,GM,9
7971,0.8,0.4,1.0,1026,BGM,9
7972,0.8,0.4,0.6666666666666666,1027,GM,9
7973,0.8,0.4,1.0,1027,BGM,9
7974,0.8,0.4,1.0,1028,GM,9
7975,0.8,0.4,1.0,1028,BGM,9
7976,0.8,0.4,1.0,1029,GM,9
7977,0.8,0.4,1.0,1029,BGM,9
7978,0.8,0.4,0.3333333333333333,1030,GM,9
7979,0.8,0.4,1.0,1030,BGM,9
7980,0.8,0.4,1.0,1031,GM,9
7981,0.8,0.4,1.0,1031,BGM,9
7982,0.8,0.4,0.5555555555555556,1032,GM,9
7983,0.8,0.4,1.0,1032,BGM,9
7984,0.8,0.4,0.1111111111111111,1033,GM,9
7985,0.8,0.4,1.0,1033,BGM,9
7986,0.8,0.4,1.0,1034,GM,9
7987,0.8,0.4,1.0,1034,BGM,9
7988,0.8,0.4,1.0,1035,GM,9
7989,0.8,0.4,1.0,1035,BGM,9
7990,0.8,0.4,1.0,1036,GM,9
7991,0.8,0.4,0.3333333333333333,1036,BGM,9
7992,0.8,0.4,1.0,1037,GM,9
7993,0.8,0.4,1.0,1037,BGM,9
7994,0.8,0.4,0.4444444444444444,1038,GM,9
7995,0.8,0.4,0.2222222222222222,1038,BGM,9
7996,0.8,0.4,1.0,1039,GM,9
7997,0.8,0.4,1.0,1039,BGM,9
7998,0.8,0.4,1.0,1040,GM,9
7999,0.8,0.4,1.0,1040,BGM,9
8000,0.8,0.4,0.4444444444444444,1041,GM,9
8001,0.8,0.4,1.0,1041,BGM,9
8002,0.8,0.4,1.0,1042,GM,9
8003,0.8,0.4,1.0,1042,BGM,9
8004,0.8,0.4,1.0,1043,GM,9
8005,0.8,0.4,1.0,1043,BGM,9
8006,0.8,0.4,1.0,1044,GM,9
8007,0.8,0.4,0.5555555555555556,1044,BGM,9
8008,0.8,0.4,0.1111111111111111,1045,GM,9
8009,0.8,0.4,0.1111111111111111,1045,BGM,9
8010,0.8,0.4,0.1111111111111111,1046,GM,9
8011,0.8,0.4,1.0,1046,BGM,9
8012,0.8,0.4,0.5555555555555556,1047,GM,9
8013,0.8,0.4,0.5555555555555556,1047,BGM,9
8014,0.8,0.4,0.0,1048,GM,9
8015,0.8,0.4,1.0,1048,BGM,9
8016,0.8,0.4,1.0,1049,GM,9
8017,0.8,0.4,1.0,1049,BGM,9
8018,0.8,0.4,0.4444444444444444,1050,GM,9
8019,0.8,0.4,0.2222222222222222,1050,BGM,9
8020,0.8,0.4,1.0,1051,GM,9
8021,0.8,0.4,0.7777777777777778,1051,BGM,9
8022,0.8,0.4,1.0,1052,GM,9
8023,0.8,0.4,1.0,1052,BGM,9
8024,0.8,0.4,0.1111111111111111,1053,GM,9
8025,0.8,0.4,0.4444444444444444,1053,BGM,9
8026,0.8,0.4,1.0,1054,GM,9
8027,0.8,0.4,0.0,1054,BGM,9
8028,0.8,0.4,1.0,1055,GM,9
8029,0.8,0.4,1.0,1055,BGM,9
8030,0.8,0.4,0.6666666666666666,1056,GM,9
8031,0.8,0.4,0.7777777777777778,1056,BGM,9
8032,0.8,0.4,1.0,1057,GM,9
8033,0.8,0.4,1.0,1057,BGM,9
8034,0.8,0.4,0.4444444444444444,1058,GM,9
8035,0.8,0.4,1.0,1058,BGM,9
8036,0.8,0.4,1.0,1059,GM,9
8037,0.8,0.4,0.7777777777777778,1059,BGM,9
8038,0.8,0.4,1.0,1060,GM,9
8039,0.8,0.4,1.0,1060,BGM,9
8040,0.8,0.4,0.3333333333333333,1061,GM,9
8041,0.8,0.4,1.0,1061,BGM,9
8042,0.8,0.4,1.0,1062,GM,9
8043,0.8,0.4,1.0,1062,BGM,9
8044,0.8,0.4,1.0,1063,GM,9
8045,0.8,0.4,0.5555555555555556,1063,BGM,9
8046,0.8,0.4,1.0,1064,GM,9
8047,0.8,0.4,0.7777777777777778,1064,BGM,9
8048,0.8,0.4,1.0,1065,GM,9
8049,0.8,0.4,1.0,1065,BGM,9
8050,0.8,0.4,1.0,1066,GM,9
8051,0.8,0.4,1.0,1066,BGM,9
8052,0.8,0.4,0.2222222222222222,1067,GM,9
8053,0.8,0.4,0.7777777777777778,1067,BGM,9
8054,0.8,0.4,1.0,1068,GM,9
8055,0.8,0.4,0.7777777777777778,1068,BGM,9
8056,0.8,0.4,0.3333333333333333,1069,GM,9
8057,0.8,0.4,1.0,1069,BGM,9
8058,0.8,0.4,1.0,1070,GM,9
8059,0.8,0.4,1.0,1070,BGM,9
8060,0.8,0.4,1.0,1071,GM,9
8061,0.8,0.4,1.0,1071,BGM,9
8062,0.8,0.4,1.0,1072,GM,9
8063,0.8,0.4,0.1111111111111111,1072,BGM,9
8064,0.8,0.4,0.3333333333333333,1073,GM,9
8065,0.8,0.4,1.0,1073,BGM,9
8066,0.8,0.4,1.0,1074,GM,9
8067,0.8,0.4,1.0,1074,BGM,9
8068,0.8,0.4,1.0,1075,GM,9
8069,0.8,0.4,0.1111111111111111,1075,BGM,9
8070,0.8,0.4,0.5555555555555556,1076,GM,9
8071,0.8,0.4,1.0,1076,BGM,9
8072,0.8,0.4,1.0,1077,GM,9
8073,0.8,0.4,1.0,1077,BGM,9
8074,0.8,0.4,0.1111111111111111,1078,GM,9
8075,0.8,0.4,0.3333333333333333,1078,BGM,9
8076,0.8,0.4,1.0,1079,GM,9
8077,0.8,0.4,1.0,1079,BGM,9
8078,0.8,0.4,1.0,1080,GM,9
8079,0.8,0.4,1.0,1080,BGM,9
8080,0.8,0.4,0.3333333333333333,1081,GM,9
8081,0.8,0.4,1.0,1081,BGM,9
8082,0.8,0.4,1.0,1082,GM,9
8083,0.8,0.4,1.0,1082,BGM,9
8084,0.8,0.4,0.7777777777777778,1083,GM,9
8085,0.8,0.4,1.0,1083,BGM,9
8086,0.8,0.4,1.0,1084,GM,9
8087,0.8,0.4,1.0,1084,BGM,9
8088,0.8,0.4,0.6666666666666666,1085,GM,9
8089,0.8,0.4,1.0,1085,BGM,9
8090,0.8,0.4,1.0,1086,GM,9
8091,0.8,0.4,0.2222222222222222,1086,BGM,9
