,match_ratio,match_ratio_full,method,elapsed,converged,n_iter,score,dataset,p_shuffle,n_shuffle,sim
23,1.0,1.0,BGM,0.0029289722442626953,True,3,176.0,specimen_107,0.0,0,11
24,0.5555555555555556,0.5555555555555556,GM,0.008645772933959961,True,4,158.0,specimen_107,0.0,0,12
25,1.0,1.0,BGM,0.0035791397094726562,True,3,176.0,specimen_107,0.0,0,12
26,0.5555555555555556,0.5555555555555556,GM,0.009525060653686523,True,4,158.0,specimen_107,0.0,0,13
27,1.0,1.0,BGM,0.002749919891357422,True,3,176.0,specimen_107,0.0,0,13
28,0.5555555555555556,0.5555555555555556,GM,0.009181976318359375,True,4,158.0,specimen_107,0.0,0,14
29,1.0,1.0,BGM,0.002866029739379883,True,3,176.0,specimen_107,0.0,0,14
30,0.5555555555555556,0.5555555555555556,GM,0.009016036987304688,True,4,158.0,specimen_107,0.0,0,15
31,1.0,1.0,BGM,0.002870798110961914,True,3,176.0,specimen_107,0.0,0,15
32,0.5555555555555556,0.5555555555555556,GM,0.009531021118164062,True,4,158.0,specimen_107,0.0,0,16
33,1.0,1.0,BGM,0.003017902374267578,True,3,176.0,specimen_107,0.0,0,16
34,0.5555555555555556,0.5555555555555556,GM,0.009348869323730469,True,4,158.0,specimen_107,0.0,0,17
35,1.0,1.0,BGM,0.002891063690185547,True,3,176.0,specimen_107,0.0,0,17
36,0.5555555555555556,0.5555555555555556,GM,0.009095907211303711,True,4,158.0,specimen_107,0.0,0,18
37,1.0,1.0,BGM,0.003409862518310547,True,3,176.0,specimen_107,0.0,0,18
38,0.5555555555555556,0.5555555555555556,GM,0.008418083190917969,True,4,158.0,specimen_107,0.0,0,19
39,1.0,1.0,BGM,0.0049021244049072266,True,3,176.0,specimen_107,0.0,0,19
40,0.5555555555555556,0.5555555555555556,GM,0.009289026260375977,True,4,158.0,specimen_107,0.0,0,20
41,1.0,1.0,BGM,0.004382133483886719,True,3,176.0,specimen_107,0.0,0,20
42,0.5555555555555556,0.5555555555555556,GM,0.01066899299621582,True,4,158.0,specimen_107,0.0,0,21
43,1.0,1.0,BGM,0.0033180713653564453,True,3,176.0,specimen_107,0.0,0,21
44,0.5555555555555556,0.5555555555555556,GM,0.010837078094482422,True,4,158.0,specimen_107,0.0,0,22
45,1.0,1.0,BGM,0.002604961395263672,True,3,176.0,specimen_107,0.0,0,22
46,0.5555555555555556,0.5555555555555556,GM,0.010679006576538086,True,4,158.0,specimen_107,0.0,0,23
47,1.0,1.0,BGM,0.0027458667755126953,True,3,176.0,specimen_107,0.0,0,23
48,0.5555555555555556,0.5555555555555556,GM,0.009181022644042969,True,4,158.0,specimen_107,0.0,0,24
49,1.0,1.0,BGM,0.0027430057525634766,True,3,176.0,specimen_107,0.0,0,24
50,0.5555555555555556,0.5555555555555556,GM,0.00962209701538086,True,4,158.0,specimen_107,0.0,0,25
51,1.0,1.0,BGM,0.003187894821166992,True,3,176.0,specimen_107,0.0,0,25
52,0.5555555555555556,0.5555555555555556,GM,0.00816798210144043,True,4,158.0,specimen_107,0.0,0,26
53,1.0,1.0,BGM,0.002385854721069336,True,3,176.0,specimen_107,0.0,0,26
54,0.5555555555555556,0.5555555555555556,GM,0.00887608528137207,True,4,158.0,specimen_107,0.0,0,27
55,1.0,1.0,BGM,0.0027260780334472656,True,3,176.0,specimen_107,0.0,0,27
56,0.5555555555555556,0.5555555555555556,GM,0.008162260055541992,True,4,158.0,specimen_107,0.0,0,28
57,1.0,1.0,BGM,0.0029501914978027344,True,3,176.0,specimen_107,0.0,0,28
58,0.5555555555555556,0.5555555555555556,GM,0.00795602798461914,True,4,158.0,specimen_107,0.0,0,29
59,1.0,1.0,BGM,0.002206087112426758,True,3,176.0,specimen_107,0.0,0,29
60,0.5555555555555556,0.5555555555555556,GM,0.007503986358642578,True,4,158.0,specimen_107,0.0,0,30
61,1.0,1.0,BGM,0.0023033618927001953,True,3,176.0,specimen_107,0.0,0,30
62,0.5555555555555556,0.5555555555555556,GM,0.007525205612182617,True,4,158.0,specimen_107,0.0,0,31
63,1.0,1.0,BGM,0.0027446746826171875,True,3,176.0,specimen_107,0.0,0,31
64,0.5555555555555556,0.5555555555555556,GM,0.00745701789855957,True,4,158.0,specimen_107,0.0,0,32
65,1.0,1.0,BGM,0.0025589466094970703,True,3,176.0,specimen_107,0.0,0,32
66,0.5555555555555556,0.5555555555555556,GM,0.00755000114440918,True,4,158.0,specimen_107,0.0,0,33
67,1.0,1.0,BGM,0.002927064895629883,True,3,176.0,specimen_107,0.0,0,33
68,0.5555555555555556,0.5555555555555556,GM,0.008189916610717773,True,4,158.0,specimen_107,0.0,0,34
69,1.0,1.0,BGM,0.002711772918701172,True,3,176.0,specimen_107,0.0,0,34
70,0.5555555555555556,0.5555555555555556,GM,0.008816957473754883,True,4,158.0,specimen_107,0.0,0,35
71,1.0,1.0,BGM,0.002446889877319336,True,3,176.0,specimen_107,0.0,0,35
72,0.5555555555555556,0.5555555555555556,GM,0.008633852005004883,True,4,158.0,specimen_107,0.0,0,36
73,1.0,1.0,BGM,0.002537965774536133,True,3,176.0,specimen_107,0.0,0,36
74,0.5555555555555556,0.5555555555555556,GM,0.008059024810791016,True,4,158.0,specimen_107,0.0,0,37
75,1.0,1.0,BGM,0.002917051315307617,True,3,176.0,specimen_107,0.0,0,37
76,0.5555555555555556,0.5555555555555556,GM,0.00973200798034668,True,4,158.0,specimen_107,0.0,0,38
77,1.0,1.0,BGM,0.002949237823486328,True,3,176.0,specimen_107,0.0,0,38
78,0.5555555555555556,0.5555555555555556,GM,0.008835077285766602,True,4,158.0,specimen_107,0.0,0,39
79,1.0,1.0,BGM,0.0034990310668945312,True,3,176.0,specimen_107,0.0,0,39
80,0.5555555555555556,0.5555555555555556,GM,0.009735345840454102,True,4,158.0,specimen_107,0.0,0,40
81,1.0,1.0,BGM,0.002665996551513672,True,3,176.0,specimen_107,0.0,0,40
82,0.5555555555555556,0.5555555555555556,GM,0.008496761322021484,True,4,158.0,specimen_107,0.0,0,41
83,1.0,1.0,BGM,0.0026700496673583984,True,3,176.0,specimen_107,0.0,0,41
84,0.5555555555555556,0.5555555555555556,GM,0.00899195671081543,True,4,158.0,specimen_107,0.0,0,42
85,1.0,1.0,BGM,0.002354145050048828,True,3,176.0,specimen_107,0.0,0,42
86,0.5555555555555556,0.5555555555555556,GM,0.009349822998046875,True,4,158.0,specimen_107,0.0,0,43
87,1.0,1.0,BGM,0.002458810806274414,True,3,176.0,specimen_107,0.0,0,43
88,0.5555555555555556,0.5555555555555556,GM,0.009053945541381836,True,4,158.0,specimen_107,0.0,0,44
89,1.0,1.0,BGM,0.0024030208587646484,True,3,176.0,specimen_107,0.0,0,44
90,0.5555555555555556,0.5555555555555556,GM,0.007945060729980469,True,4,158.0,specimen_107,0.0,0,45
91,1.0,1.0,BGM,0.002301931381225586,True,3,176.0,specimen_107,0.0,0,45
92,0.5555555555555556,0.5555555555555556,GM,0.008565902709960938,True,4,158.0,specimen_107,0.0,0,46
93,1.0,1.0,BGM,0.0028150081634521484,True,3,176.0,specimen_107,0.0,0,46
94,0.5555555555555556,0.5555555555555556,GM,0.008672952651977539,True,4,158.0,specimen_107,0.0,0,47
95,1.0,1.0,BGM,0.002836942672729492,True,3,176.0,specimen_107,0.0,0,47
96,0.5555555555555556,0.5555555555555556,GM,0.008305072784423828,True,4,158.0,specimen_107,0.0,0,48
97,1.0,1.0,BGM,0.0025229454040527344,True,3,176.0,specimen_107,0.0,0,48
98,0.5555555555555556,0.5555555555555556,GM,0.008553028106689453,True,4,158.0,specimen_107,0.0,0,49
99,1.0,1.0,BGM,0.002524852752685547,True,3,176.0,specimen_107,0.0,0,49
100,0.5555555555555556,0.5555555555555556,GM,0.00864720344543457,True,4,158.0,specimen_107,0.0,0,0
101,1.0,1.0,BGM,0.0024089813232421875,True,3,176.0,specimen_107,0.0,0,0
102,0.5555555555555556,0.5555555555555556,GM,0.008484125137329102,True,4,158.0,specimen_107,0.0,0,1
103,1.0,1.0,BGM,0.0028829574584960938,True,3,176.0,specimen_107,0.0,0,1
104,0.5555555555555556,0.5555555555555556,GM,0.008749008178710938,True,4,158.0,specimen_107,0.0,0,2
105,1.0,1.0,BGM,0.002651214599609375,True,3,176.0,specimen_107,0.0,0,2
106,0.5555555555555556,0.5555555555555556,GM,0.008903980255126953,True,4,158.0,specimen_107,0.0,0,3
107,1.0,1.0,BGM,0.002518892288208008,True,3,176.0,specimen_107,0.0,0,3
108,0.5555555555555556,0.5555555555555556,GM,0.0078887939453125,True,4,158.0,specimen_107,0.0,0,4
109,1.0,1.0,BGM,0.003088235855102539,True,3,176.0,specimen_107,0.0,0,4
110,0.5555555555555556,0.5555555555555556,GM,0.008515119552612305,True,4,158.0,specimen_107,0.0,0,5
111,1.0,1.0,BGM,0.002939939498901367,True,3,176.0,specimen_107,0.0,0,5
112,0.5555555555555556,0.5555555555555556,GM,0.009873151779174805,True,4,158.0,specimen_107,0.0,0,6
113,1.0,1.0,BGM,0.002878904342651367,True,3,176.0,specimen_107,0.0,0,6
114,0.5555555555555556,0.5555555555555556,GM,0.009102106094360352,True,4,158.0,specimen_107,0.0,0,7
115,1.0,1.0,BGM,0.003422975540161133,True,3,176.0,specimen_107,0.0,0,7
116,0.5555555555555556,0.5555555555555556,GM,0.011709928512573242,True,4,158.0,specimen_107,0.0,0,8
117,1.0,1.0,BGM,0.003429889678955078,True,3,176.0,specimen_107,0.0,0,8
118,0.5555555555555556,0.5555555555555556,GM,0.008549928665161133,True,4,158.0,specimen_107,0.0,0,9
119,1.0,1.0,BGM,0.0032739639282226562,True,3,176.0,specimen_107,0.0,0,9
120,0.5555555555555556,0.5555555555555556,GM,0.009061813354492188,True,4,158.0,specimen_107,0.0,0,10
121,1.0,1.0,BGM,0.0025517940521240234,True,3,176.0,specimen_107,0.0,0,10
122,0.5555555555555556,0.5555555555555556,GM,0.009733200073242188,True,4,158.0,specimen_107,0.0,0,11
123,1.0,1.0,BGM,0.0027379989624023438,True,3,176.0,specimen_107,0.0,0,11
124,0.5555555555555556,0.5555555555555556,GM,0.0090789794921875,True,4,158.0,specimen_107,0.0,0,12
125,1.0,1.0,BGM,0.002440929412841797,True,3,176.0,specimen_107,0.0,0,12
126,0.5555555555555556,0.5555555555555556,GM,0.008662939071655273,True,4,158.0,specimen_107,0.0,0,13
127,1.0,1.0,BGM,0.0025107860565185547,True,3,176.0,specimen_107,0.0,0,13
128,0.5555555555555556,0.5555555555555556,GM,0.010350942611694336,True,4,158.0,specimen_107,0.0,0,14
129,1.0,1.0,BGM,0.0027251243591308594,True,3,176.0,specimen_107,0.0,0,14
130,0.5555555555555556,0.5555555555555556,GM,0.009870052337646484,True,4,158.0,specimen_107,0.0,0,15
131,1.0,1.0,BGM,0.0035431385040283203,True,3,176.0,specimen_107,0.0,0,15
132,0.5555555555555556,0.5555555555555556,GM,0.009859085083007812,True,4,158.0,specimen_107,0.0,0,16
133,1.0,1.0,BGM,0.0030031204223632812,True,3,176.0,specimen_107,0.0,0,16
134,0.5555555555555556,0.5555555555555556,GM,0.009458065032958984,True,4,158.0,specimen_107,0.0,0,17
135,1.0,1.0,BGM,0.0032739639282226562,True,3,176.0,specimen_107,0.0,0,17
136,0.5555555555555556,0.5555555555555556,GM,0.009063720703125,True,4,158.0,specimen_107,0.0,0,18
137,1.0,1.0,BGM,0.002756834030151367,True,3,176.0,specimen_107,0.0,0,18
138,0.5555555555555556,0.5555555555555556,GM,0.009685039520263672,True,4,158.0,specimen_107,0.0,0,19
139,1.0,1.0,BGM,0.002434253692626953,True,3,176.0,specimen_107,0.0,0,19
140,0.5555555555555556,0.5555555555555556,GM,0.00918722152709961,True,4,158.0,specimen_107,0.0,0,20
141,1.0,1.0,BGM,0.002518177032470703,True,3,176.0,specimen_107,0.0,0,20
142,0.5555555555555556,0.5555555555555556,GM,0.00896596908569336,True,4,158.0,specimen_107,0.0,0,21
143,1.0,1.0,BGM,0.0032389163970947266,True,3,176.0,specimen_107,0.0,0,21
144,0.5555555555555556,0.5555555555555556,GM,0.009457111358642578,True,4,158.0,specimen_107,0.0,0,22
145,1.0,1.0,BGM,0.00335693359375,True,3,176.0,specimen_107,0.0,0,22
146,0.5555555555555556,0.5555555555555556,GM,0.010241985321044922,True,4,158.0,specimen_107,0.0,0,23
147,1.0,1.0,BGM,0.002938985824584961,True,3,176.0,specimen_107,0.0,0,23
148,0.5555555555555556,0.5555555555555556,GM,0.011353731155395508,True,4,158.0,specimen_107,0.0,0,24
149,1.0,1.0,BGM,0.0029511451721191406,True,3,176.0,specimen_107,0.0,0,24
150,0.5555555555555556,0.5555555555555556,GM,0.011310100555419922,True,4,158.0,specimen_107,0.0,0,25
151,1.0,1.0,BGM,0.0031249523162841797,True,3,176.0,specimen_107,0.0,0,25
152,0.5555555555555556,0.5555555555555556,GM,0.010444164276123047,True,4,158.0,specimen_107,0.0,0,26
153,1.0,1.0,BGM,0.003616809844970703,True,3,176.0,specimen_107,0.0,0,26
154,0.5555555555555556,0.5555555555555556,GM,0.010854005813598633,True,4,158.0,specimen_107,0.0,0,27
155,1.0,1.0,BGM,0.002819061279296875,True,3,176.0,specimen_107,0.0,0,27
156,0.5555555555555556,0.5555555555555556,GM,0.009722709655761719,True,4,158.0,specimen_107,0.0,0,28
157,1.0,1.0,BGM,0.002875089645385742,True,3,176.0,specimen_107,0.0,0,28
158,0.5555555555555556,0.5555555555555556,GM,0.010123014450073242,True,4,158.0,specimen_107,0.0,0,29
159,1.0,1.0,BGM,0.0030138492584228516,True,3,176.0,specimen_107,0.0,0,29
160,0.5555555555555556,0.5555555555555556,GM,0.009723901748657227,True,4,158.0,specimen_107,0.0,0,30
161,1.0,1.0,BGM,0.002665281295776367,True,3,176.0,specimen_107,0.0,0,30
162,0.5555555555555556,0.5555555555555556,GM,0.011178970336914062,True,4,158.0,specimen_107,0.0,0,31
163,1.0,1.0,BGM,0.0036630630493164062,True,3,176.0,specimen_107,0.0,0,31
164,0.5555555555555556,0.5555555555555556,GM,0.010100841522216797,True,4,158.0,specimen_107,0.0,0,32
165,1.0,1.0,BGM,0.0034589767456054688,True,3,176.0,specimen_107,0.0,0,32
166,0.5555555555555556,0.5555555555555556,GM,0.009685993194580078,True,4,158.0,specimen_107,0.0,0,33
167,1.0,1.0,BGM,0.0033521652221679688,True,3,176.0,specimen_107,0.0,0,33
168,0.5555555555555556,0.5555555555555556,GM,0.009943008422851562,True,4,158.0,specimen_107,0.0,0,34
169,1.0,1.0,BGM,0.002889871597290039,True,3,176.0,specimen_107,0.0,0,34
170,0.5555555555555556,0.5555555555555556,GM,0.011009931564331055,True,4,158.0,specimen_107,0.0,0,35
171,1.0,1.0,BGM,0.0028579235076904297,True,3,176.0,specimen_107,0.0,0,35
172,0.5555555555555556,0.5555555555555556,GM,0.009724855422973633,True,4,158.0,specimen_107,0.0,0,36
173,1.0,1.0,BGM,0.002651214599609375,True,3,176.0,specimen_107,0.0,0,36
174,0.5555555555555556,0.5555555555555556,GM,0.010132074356079102,True,4,158.0,specimen_107,0.0,0,37
175,1.0,1.0,BGM,0.0028946399688720703,True,3,176.0,specimen_107,0.0,0,37
176,0.5555555555555556,0.5555555555555556,GM,0.008864879608154297,True,4,158.0,specimen_107,0.0,0,38
177,1.0,1.0,BGM,0.0031249523162841797,True,3,176.0,specimen_107,0.0,0,38
178,0.5555555555555556,0.5555555555555556,GM,0.009955167770385742,True,4,158.0,specimen_107,0.0,0,39
179,1.0,1.0,BGM,0.003705263137817383,True,3,176.0,specimen_107,0.0,0,39
180,0.5555555555555556,0.5555555555555556,GM,0.010824918746948242,True,4,158.0,specimen_107,0.0,0,40
181,1.0,1.0,BGM,0.0033309459686279297,True,3,176.0,specimen_107,0.0,0,40
182,0.5555555555555556,0.5555555555555556,GM,0.01099705696105957,True,4,158.0,specimen_107,0.0,0,41
183,1.0,1.0,BGM,0.0032868385314941406,True,3,176.0,specimen_107,0.0,0,41
184,0.5555555555555556,0.5555555555555556,GM,0.011110305786132812,True,4,158.0,specimen_107,0.0,0,42
185,1.0,1.0,BGM,0.0026068687438964844,True,3,176.0,specimen_107,0.0,0,42
186,0.5555555555555556,0.5555555555555556,GM,0.009467124938964844,True,4,158.0,specimen_107,0.0,0,43
187,1.0,1.0,BGM,0.0029129981994628906,True,3,176.0,specimen_107,0.0,0,43
188,0.5555555555555556,0.5555555555555556,GM,0.008410930633544922,True,4,158.0,specimen_107,0.0,0,44
189,1.0,1.0,BGM,0.002901792526245117,True,3,176.0,specimen_107,0.0,0,44
190,0.5555555555555556,0.5555555555555556,GM,0.009534835815429688,True,4,158.0,specimen_107,0.0,0,45
191,1.0,1.0,BGM,0.002647876739501953,True,3,176.0,specimen_107,0.0,0,45
192,0.5555555555555556,0.5555555555555556,GM,0.0090179443359375,True,4,158.0,specimen_107,0.0,0,46
193,1.0,1.0,BGM,0.002480745315551758,True,3,176.0,specimen_107,0.0,0,46
194,0.5555555555555556,0.5555555555555556,GM,0.009638309478759766,True,4,158.0,specimen_107,0.0,0,47
195,1.0,1.0,BGM,0.0027823448181152344,True,3,176.0,specimen_107,0.0,0,47
196,0.5555555555555556,0.5555555555555556,GM,0.008513927459716797,True,4,158.0,specimen_107,0.0,0,48
197,1.0,1.0,BGM,0.0027840137481689453,True,3,176.0,specimen_107,0.0,0,48
198,0.5555555555555556,0.5555555555555556,GM,0.00976109504699707,True,4,158.0,specimen_107,0.0,0,49
199,1.0,1.0,BGM,0.002749204635620117,True,3,176.0,specimen_107,0.0,0,49
200,0.5555555555555556,0.5555555555555556,GM,0.011394023895263672,True,4,158.0,specimen_107,0.0,0,0
201,1.0,1.0,BGM,0.002902984619140625,True,3,176.0,specimen_107,0.0,0,0
202,0.5555555555555556,0.5555555555555556,GM,0.009315967559814453,True,4,158.0,specimen_107,0.0,0,1
203,1.0,1.0,BGM,0.0026361942291259766,True,3,176.0,specimen_107,0.0,0,1
204,0.5555555555555556,0.5555555555555556,GM,0.008610010147094727,True,4,158.0,specimen_107,0.0,0,2
205,1.0,1.0,BGM,0.002479076385498047,True,3,176.0,specimen_107,0.0,0,2
206,0.5555555555555556,0.5555555555555556,GM,0.008651971817016602,True,4,158.0,specimen_107,0.0,0,3
207,1.0,1.0,BGM,0.0023331642150878906,True,3,176.0,specimen_107,0.0,0,3
208,0.5555555555555556,0.5555555555555556,GM,0.008407115936279297,True,4,158.0,specimen_107,0.0,0,4
209,1.0,1.0,BGM,0.0023691654205322266,True,3,176.0,specimen_107,0.0,0,4
210,0.5555555555555556,0.5555555555555556,GM,0.008410930633544922,True,4,158.0,specimen_107,0.0,0,5
211,1.0,1.0,BGM,0.003526926040649414,True,3,176.0,specimen_107,0.0,0,5
212,0.5555555555555556,0.5555555555555556,GM,0.008857011795043945,True,4,158.0,specimen_107,0.0,0,6
213,1.0,1.0,BGM,0.0027229785919189453,True,3,176.0,specimen_107,0.0,0,6
214,0.5555555555555556,0.5555555555555556,GM,0.007947921752929688,True,4,158.0,specimen_107,0.0,0,7
215,1.0,1.0,BGM,0.002802133560180664,True,3,176.0,specimen_107,0.0,0,7
216,0.5555555555555556,0.5555555555555556,GM,0.008343935012817383,True,4,158.0,specimen_107,0.0,0,8
217,1.0,1.0,BGM,0.0029985904693603516,True,3,176.0,specimen_107,0.0,0,8
218,0.5555555555555556,0.5555555555555556,GM,0.009068965911865234,True,4,158.0,specimen_107,0.0,0,9
219,1.0,1.0,BGM,0.0025479793548583984,True,3,176.0,specimen_107,0.0,0,9
220,0.5555555555555556,0.5555555555555556,GM,0.009049177169799805,True,4,158.0,specimen_107,0.0,0,10
221,1.0,1.0,BGM,0.002902984619140625,True,3,176.0,specimen_107,0.0,0,10
222,0.5555555555555556,0.5555555555555556,GM,0.00983428955078125,True,4,158.0,specimen_107,0.0,0,11
223,1.0,1.0,BGM,0.0029540061950683594,True,3,176.0,specimen_107,0.0,0,11
224,0.5555555555555556,0.5555555555555556,GM,0.008494138717651367,True,4,158.0,specimen_107,0.0,0,12
225,1.0,1.0,BGM,0.0033152103424072266,True,3,176.0,specimen_107,0.0,0,12
226,0.5555555555555556,0.5555555555555556,GM,0.00855708122253418,True,4,158.0,specimen_107,0.0,0,13
227,1.0,1.0,BGM,0.0023102760314941406,True,3,176.0,specimen_107,0.0,0,13
228,0.5555555555555556,0.5555555555555556,GM,0.009166240692138672,True,4,158.0,specimen_107,0.0,0,14
229,1.0,1.0,BGM,0.0028839111328125,True,3,176.0,specimen_107,0.0,0,14
230,0.5555555555555556,0.5555555555555556,GM,0.009898900985717773,True,4,158.0,specimen_107,0.0,0,15
231,1.0,1.0,BGM,0.0033271312713623047,True,3,176.0,specimen_107,0.0,0,15
232,0.5555555555555556,0.5555555555555556,GM,0.010107755661010742,True,4,158.0,specimen_107,0.0,0,16
233,1.0,1.0,BGM,0.0035028457641601562,True,3,176.0,specimen_107,0.0,0,16
234,0.5555555555555556,0.5555555555555556,GM,0.009690046310424805,True,4,158.0,specimen_107,0.0,0,17
235,1.0,1.0,BGM,0.0034220218658447266,True,3,176.0,specimen_107,0.0,0,17
236,0.5555555555555556,0.5555555555555556,GM,0.009891033172607422,True,4,158.0,specimen_107,0.0,0,18
237,1.0,1.0,BGM,0.0029942989349365234,True,3,176.0,specimen_107,0.0,0,18
238,0.5555555555555556,0.5555555555555556,GM,0.010054826736450195,True,4,158.0,specimen_107,0.0,0,19
239,1.0,1.0,BGM,0.00255584716796875,True,3,176.0,specimen_107,0.0,0,19
240,0.5555555555555556,0.5555555555555556,GM,0.009294986724853516,True,4,158.0,specimen_107,0.0,0,20
241,1.0,1.0,BGM,0.002900838851928711,True,3,176.0,specimen_107,0.0,0,20
242,0.5555555555555556,0.5555555555555556,GM,0.008299827575683594,True,4,158.0,specimen_107,0.0,0,21
243,1.0,1.0,BGM,0.0029010772705078125,True,3,176.0,specimen_107,0.0,0,21
244,0.5555555555555556,0.5555555555555556,GM,0.008493185043334961,True,4,158.0,specimen_107,0.0,0,22
245,1.0,1.0,BGM,0.0029191970825195312,True,3,176.0,specimen_107,0.0,0,22
246,0.5555555555555556,0.5555555555555556,GM,0.009551286697387695,True,4,158.0,specimen_107,0.0,0,23
247,1.0,1.0,BGM,0.0027801990509033203,True,3,176.0,specimen_107,0.0,0,23
248,0.5555555555555556,0.5555555555555556,GM,0.009174108505249023,True,4,158.0,specimen_107,0.0,0,24
249,1.0,1.0,BGM,0.002973794937133789,True,3,176.0,specimen_107,0.0,0,24
250,0.5555555555555556,0.5555555555555556,GM,0.009575843811035156,True,4,158.0,specimen_107,0.0,0,25
251,1.0,1.0,BGM,0.0030548572540283203,True,3,176.0,specimen_107,0.0,0,25
252,0.5555555555555556,0.5555555555555556,GM,0.009181976318359375,True,4,158.0,specimen_107,0.0,0,26
253,1.0,1.0,BGM,0.002685070037841797,True,3,176.0,specimen_107,0.0,0,26
254,0.5555555555555556,0.5555555555555556,GM,0.009867191314697266,True,4,158.0,specimen_107,0.0,0,27
255,1.0,1.0,BGM,0.0025911331176757812,True,3,176.0,specimen_107,0.0,0,27
256,0.5555555555555556,0.5555555555555556,GM,0.008335113525390625,True,4,158.0,specimen_107,0.0,0,28
257,1.0,1.0,BGM,0.002971172332763672,True,3,176.0,specimen_107,0.0,0,28
258,0.5555555555555556,0.5555555555555556,GM,0.008697748184204102,True,4,158.0,specimen_107,0.0,0,29
259,1.0,1.0,BGM,0.002454996109008789,True,3,176.0,specimen_107,0.0,0,29
260,0.5555555555555556,0.5555555555555556,GM,0.009577035903930664,True,4,158.0,specimen_107,0.0,0,30
261,1.0,1.0,BGM,0.0025148391723632812,True,3,176.0,specimen_107,0.0,0,30
262,0.5555555555555556,0.5555555555555556,GM,0.010485649108886719,True,4,158.0,specimen_107,0.0,0,31
263,1.0,1.0,BGM,0.002899169921875,True,3,176.0,specimen_107,0.0,0,31
264,0.5555555555555556,0.5555555555555556,GM,0.009245872497558594,True,4,158.0,specimen_107,0.0,0,32
265,1.0,1.0,BGM,0.002863645553588867,True,3,176.0,specimen_107,0.0,0,32
266,0.5555555555555556,0.5555555555555556,GM,0.00875997543334961,True,4,158.0,specimen_107,0.0,0,33
267,1.0,1.0,BGM,0.0025658607482910156,True,3,176.0,specimen_107,0.0,0,33
268,0.5555555555555556,0.5555555555555556,GM,0.008944034576416016,True,4,158.0,specimen_107,0.0,0,34
269,1.0,1.0,BGM,0.002335071563720703,True,3,176.0,specimen_107,0.0,0,34
270,0.5555555555555556,0.5555555555555556,GM,0.009189128875732422,True,4,158.0,specimen_107,0.0,0,35
271,1.0,1.0,BGM,0.0025718212127685547,True,3,176.0,specimen_107,0.0,0,35
272,0.5555555555555556,0.5555555555555556,GM,0.008510112762451172,True,4,158.0,specimen_107,0.0,0,36
273,1.0,1.0,BGM,0.0029900074005126953,True,3,176.0,specimen_107,0.0,0,36
274,0.5555555555555556,0.5555555555555556,GM,0.008141040802001953,True,4,158.0,specimen_107,0.0,0,37
275,1.0,1.0,BGM,0.0024919509887695312,True,3,176.0,specimen_107,0.0,0,37
276,0.5555555555555556,0.5555555555555556,GM,0.008191823959350586,True,4,158.0,specimen_107,0.0,0,38
277,1.0,1.0,BGM,0.0025911331176757812,True,3,176.0,specimen_107,0.0,0,38
278,0.5555555555555556,0.5555555555555556,GM,0.008282899856567383,True,4,158.0,specimen_107,0.0,0,39
