I1R,MI
I1R,M3R
I1R,M3R
I1R,I3
I1R,M3L
I1R,I5
I1R,I5
I1R,I5
I1R,mc2DR
I1R,mc1DR
I1R,g1D
I1R,g1D
I1R,g1D
I1R,pm1VR
M1,pm3VR
M1,pm3VR
M1,pm3VR
M1,pm3VR
M1,pm3VR
M1,pm3VR
M1,pm3VR
M1,e3D
M1,e3D
M1,I1R
M1,I1R
M1,I1R
M1,I1R
M1,I1R
M1,I1R
M1,I1R
M1,I2R
M1,I2R
M1,I2R
M1,I2R
M1,I2R
M1,I2R
M1,I2R
M1,I2R
M1,I2R
M1,I1L
M1,I1L
M1,I1L
M1,I1L
M1,I1L
M1,I1L
M1,I1L
M1,I1L
M1,I2L
M1,I2L
M1,I2L
M1,I2L
M1,I2L
M1,I2L
M1,I2L
M1,I2L
M1,I2L
M1,I2L
M1,I2L
M1,I2L
M1,I2L
M1,I3
M1,I3
M1,I3
M1,I3
M1,I3
M1,g1D
M1,g1D
M1,g1D
M1,g1D
M1,g1D
M1,g1D
M1,g1D
M1,g1D
M1,g1D
M1,pm1VR
M1,pm1VR
M1,pm1VR
M1,e3VL
M1,e3VL
M1,e3VL
M1,e3VR
M1,e2VL
M1,e2VL
M1,e2VL
M1,e2VR
M1,e2VR
M1,pm3VL
M1,pm3VL
M1,pm3VL
M1,pm3VL
M1,pm3VL
M1,pm3VL
M1,pm4
M1,pm4
M1,pm4
M1,pm1D
M1,pm1D
M1,pm1D
M1,pm1D
M1,pm1D
M1,pm1D
M1,pm2VLL
M1,pm2VLL
M1,pm2VLL
M1,pm1VL
M1,pm1VL
M1,pm1VL
M1,pm2DL
M1,pm2DR
M1,pm3D
M1,pm3D
M1,pm3D
M1,pm3D
M1,pm3D
M1,pm3D
M1,pm3D
M1,pm3D
M1,pm3D
M1,pm2VRL
I2R,pm3VR
I2R,pm3VR
I2R,pm3VR
I2R,I1R
I2R,I1R
I2R,M1
I2R,M1
I2R,M1
I2R,M1
I2R,I1L
I2R,I1L
I2R,M3L
I2R,MCR
I2R,NSML
I2R,e3VR
I2R,I6
I2R,pm4
I2R,pm4
I2R,pm4
I2R,pm4
I2R,pm4
I2R,pm4
I2R,pm5
I2R,pm5
I2R,pm5
I2R,pm5
I1L,e3D
I1L,I2R
I1L,MI
I1L,MI
I1L,M3R
I1L,M3R
I1L,M3L
I1L,M3L
I1L,M3L
I1L,M3L
I1L,M3L
I1L,M3L
I1L,I5
I1L,g1D
I1L,g1D
I1L,g1D
I1L,g1D
I1L,g1D
I1L,I6
I1L,pm4
I1L,M2L
I1L,pm1VL
I1L,pm1VL
I2L,I1R
I2L,M1
I2L,M1
I2L,M1
I2L,I1L
I2L,I1L
I2L,M3R
I2L,M3R
I2L,M3R
I2L,M3R
I2L,M3R
I2L,NSMR
I2L,NSMR
I2L,MCL
I2L,I6
I2L,I6
I2L,I6
I2L,I6
I2L,pm3VL
I2L,pm3VL
I2L,pm4
I2L,pm4
I2L,pm4
I2L,pm4
I2L,pm5
I2L,pm5
I2L,pm5
MI,M1
MI,M1
MI,M3R
MI,I3
MI,I3
